time,ACA,ADP,AMP,ATP,DPG,EtOH,F6P,FBP,GAP,GLC,NAD,NADH,P,PEP,PYR
3.4000000000000004,0.3375558026468825,0.7216636264353219,0.14090894928450767,3.73898650071208,0.7856543899657532,0.997921745801884,0.08436198077536008,0.9031687298483607,0.10513270194959748,0.6203170603812763,2.752323679574261,1.4844859014886065,0.05305839863433541,0.016396155371968115,0.1079273283479382
3.45,0.3386885645970739,0.7146159407936366,0.13781411104942842,3.7491281673325694,0.7932984733099482,1.022526282943597,0.08620304654102366,0.9042322449688945,0.10523661959313726,0.6262870815197767,2.743283499714194,1.4935278355966246,0.05324239770601548,0.016441422060895678,0.10814547465734255
3.5,0.3396281352992302,0.7075322211043384,0.1347474670526179,3.7592776742337657,0.8009534486666338,1.0473452957513143,0.08810949796936428,0.9052544101441949,0.10533699810648958,0.6322251059805574,2.7344760178899903,1.5023370707042092,0.053430979302308716,0.016483757343503425,0.10831615352962552
3.5500000000000003,0.34038433956856395,0.7004170043475622,0.13171149043117925,3.7694280112981717,0.8086254371252911,1.072359844469716,0.09008342701174114,0.9062325771636635,0.10543363697378547,0.63813178119312,2.7258825590532276,1.5109322818603137,0.05362429271348104,0.016523393036162976,0.10844186229217125
3.6,0.3409627755511904,0.6932750639587004,0.1287074097554635,3.77957317651977,0.8163173918020592,1.097558874400998,0.09212478582287065,0.9071666594018027,0.10552666516484546,0.6440075764055063,2.717493253346214,1.5193233389231586,0.053822538902059784,0.01656035956034111,0.10852388911896421
3.6500000000000004,0.3413712112742466,0.6861110519821011,0.12573709252962828,3.7897066503497876,0.8240338921824654,1.1229272828283938,0.09423462508305025,0.9080552551704103,0.10561604249862251,0.6498530523402879,2.709293710515686,1.5275246321465357,0.05402589230314446,0.016594790729317854,0.10856414293734197
3.7,0.341620414860506,0.6789294526258403,0.12280328965305258,3.7998211976805156,0.831781766383945,1.1484443702102822,0.09641551430322685,0.9088951445645966,0.10570149492466649,0.6556688961934858,2.7012632903716907,1.5355568017209311,0.054234490674791185,0.016626963306758315,0.10856539093341615
3.75,0.34171930937428896,0.6717348533172809,0.11990820873716118,3.809910023472905,0.8395664596155819,1.17409287905165,0.09866908891368185,0.9096842258825143,0.10578289222218187,0.6614557173799648,2.6933851964345816,1.5434366441265202,0.054448494331433325,0.016657066141858072,0.10852987246425623
3.8000000000000003,0.3416742976883049,0.6645308125645664,0.11705277983479422,3.8199686391657246,0.847390802742719,1.1998609263212296,0.10099667758614353,0.9104210690310865,0.10586017945718347,0.6672139849486085,2.6856485957889804,1.5511749922792095,0.05466809597565933,0.01668519950150963,0.1084590864403224
3.85,0.34148769353837943,0.6573192194029676,0.11423586009611782,3.8299962985733216,0.8552533847272771,1.2257453493238715,0.10339911126125162,0.911105333636042,0.10593342385229984,0.6729439401974777,2.67805233170067,1.5587730029137365,0.054893540861458444,0.016711319923390165,0.10835333036043314
3.9000000000000004,0.34117104242335683,0.6501057319218043,0.11146098652105402,3.839983806606173,0.863162371184699,1.2517232980615114,0.10587834457288163,0.9117342191399316,0.10600241684557689,0.6786463386019966,2.670573402186922,1.5662536780133645,0.05512495560113772,0.016735708432738056,0.10821561406781574
3.95,0.340732109441551,0.6428944647853873,0.10872977971430739,3.8499254279950104,0.8711220060974761,1.2777799844729252,0.10843587200331115,0.9123059324286052,0.10606706280865509,0.6843217250823167,2.6631977508790676,1.5736310739472903,0.055362515390690495,0.01675851317736123,0.10804783670255014
4.0,0.3401743244972977,0.6356877637438217,0.10604158197414627,3.8598194746911867,0.8791324120727592,1.3039094345141204,0.11107339238897894,0.9128191003073123,0.10612728264723496,0.6899704184186454,2.655921058289594,1.580909510203555,0.05560645039544796,0.016779760970363156,0.10785073842757453
4.05,0.3395058551074608,0.6284899076625807,0.10339822539126099,3.869659835738287,0.8871982156636692,1.3300960419542474,0.11379238124279112,0.9132718906824806,0.10618297919816702,0.6955929845227921,2.6487283642144743,1.5881039469867135,0.05585693070882182,0.01679961122256239,0.10762632596613649
4.1000000000000005,0.3387299015718959,0.6213031486049289,0.10079893159818563,3.879445037440237,0.8953193211973336,1.3563342995652987,0.11659454822437713,0.913662952599512,0.10623407424284363,0.7011897301979352,2.6416158648597374,1.595218188091265,0.056114189407479254,0.016818084320823615,0.10737527809837448
